Customer ID,Duration,Freq,Tot_Rev,Avg_Rev
12346,347 days 13:43:00,48,155177.6,3232.866666666667
12347,61 days 11:35:00,242,5408.5,22.34917355371901
12348,97 days 10:47:00,51,2019.4,39.596078431372554
12349,40 days 14:09:00,180,4452.84,24.738
12350,332 days 07:59:00,17,334.4,19.670588235294115
12351,397 days 08:37:00,21,300.93,14.33
12352,58 days 09:23:00,113,3810.4700000000003,33.72097345132744
12353,226 days 06:13:00,24,406.76,16.948333333333334
12354,254 days 10:49:00,58,1079.4,18.610344827586207
12355,236 days 10:11:00,35,947.61,27.074571428571428
12356,44 days 15:20:00,143,6373.68,44.57118881118881
12357,55 days 07:53:00,296,18287.66,61.78263513513514
12358,172 days 13:56:00,70,3203.87,45.769571428571425
12359,29 days 12:39:00,375,9156.99,24.41864
12360,74 days 08:38:00,218,4292.89,19.692155963302753
12361,309 days 10:09:00,29,511.25,17.629310344827587
12362,33 days 09:05:00,245,4898.84,19.995265306122448
12363,131 days 13:42:00,23,552.0,24.0
12364,29 days 13:38:00,85,1313.1,15.448235294117646
12365,313 days 09:56:00,23,962.0699999999999,41.829130434782606
12366,655 days 13:32:00,3,500.24,166.74666666666667
12368,650 days 08:04:00,18,917.6999999999999,50.98333333333333
12369,435 days 10:47:00,93,1791.15,19.25967741935484
12370,73 days 09:09:00,202,4320.31,21.387673267326736
12371,66 days 13:44:00,167,4067.38,24.35556886227545
12372,93 days 11:48:00,52,1298.04,24.962307692307693
12373,333 days 10:50:00,51,1127.65,22.110784313725492
12374,47 days 08:23:00,83,2989.2200000000003,36.01469879518073
12375,32 days 13:24:00,17,457.5,26.91176470588235
12376,411 days 11:45:00,13,503.15,38.70384615384615
12377,337 days 08:15:00,152,3426.32,22.54157894736842
12378,151 days 13:26:00,301,5416.32,17.994418604651162
12379,103 days 13:51:00,82,1622.17,19.78256097560976
12380,43 days 12:33:00,283,11464.6,40.51095406360424
12381,55 days 10:24:00,84,1739.65,20.71011904761905
12382,704 days 07:35:00,1,18.38,18.38
12383,206 days 15:58:00,100,1861.81,18.6181
12384,50 days 15:21:00,30,604.38,20.146
12385,401 days 08:41:00,66,1953.4,29.596969696969698
12386,359 days 11:23:00,18,660.8,36.71111111111111
12387,437 days 07:33:00,9,143.94,15.993333333333332
12388,37 days 11:30:00,146,3901.11,26.719931506849317
12389,424 days 12:08:00,49,1433.33,29.251632653061222
12390,101 days 14:27:00,32,549.84,17.1825
12391,43 days 11:53:00,287,2799.02,9.752682926829268
12392,613 days 09:56:00,7,234.75000000000003,33.53571428571429
12393,94 days 08:19:00,112,2422.15,21.626339285714288
12394,85 days 15:52:00,27,1272.48,47.12888888888889
12395,37 days 11:40:00,257,5087.62,19.796186770428015
12396,696 days 10:38:00,65,931.43,14.329692307692307
12397,57 days 14:08:00,126,2409.9,19.126190476190477
12398,67 days 13:33:00,85,1635.6599999999999,19.24305882352941
12399,141 days 10:45:00,110,1962.3,17.83909090909091
12400,436 days 10:15:00,11,205.25,18.65909090909091
12401,325 days 10:10:00,5,84.3,16.86
12402,345 days 10:11:00,71,1269.65,17.882394366197186
12403,71 days 13:00:00,10,1037.3600000000001,103.73600000000002
12404,704 days 07:35:00,1,63.24,63.24
12405,170 days 15:08:00,54,1710.39,31.67388888888889
12406,44 days 04:38:00,170,6708.51,39.46182352941177
12407,71 days 13:49:00,77,1708.1200000000001,22.183376623376624
12408,54 days 11:30:00,170,4401.9,25.893529411764703
12409,100 days 13:22:00,272,23748.11,87.30922794117647
12410,323 days 08:13:00,42,1025.96,24.42761904761905
12411,431 days 14:35:00,22,346.9,15.768181818181818
12412,96 days 13:44:00,131,2612.83,19.945267175572518
12413,88 days 15:00:00,53,1063.4,20.06415094339623
12414,239 days 09:09:00,37,1212.41,32.76783783783784
12415,46 days 09:38:00,990,145647.45,147.11863636363637
12416,678 days 13:41:00,11,202.56,18.414545454545454
12417,51 days 09:00:00,361,6555.88,18.1603324099723
12418,134 days 12:52:00,103,2025.45,19.664563106796116
12419,407 days 13:56:00,25,503.01,20.1204
12420,85 days 15:05:00,29,600.39,20.70310344827586
12421,37 days 14:53:00,67,1104.37,16.483134328358208
12422,117 days 14:12:00,176,6344.25,36.046875
12423,120 days 12:00:00,149,2423.95,16.268120805369126
12424,184 days 11:54:00,97,3390.28,34.95134020618557
12425,100 days 06:29:00,95,1802.01,18.968526315789475
12426,216 days 11:34:00,82,1379.01,16.81719512195122
12427,33 days 13:12:00,45,1246.73,27.705111111111112
12428,47 days 15:38:00,300,8035.72,26.785733333333333
12429,31 days 06:38:00,174,7536.31,43.31212643678161
12430,65 days 08:51:00,11,256.4,23.30909090909091
12431,57 days 12:05:00,413,10996.53,26.625980629539953
12432,64 days 12:17:00,108,5059.32,46.845555555555556
12433,31 days 09:55:00,641,18094.97,28.229282371294854
12434,106 days 11:22:00,74,1144.38,15.464594594594596
12435,101 days 14:54:00,112,13925.93,124.33866071428572
12436,121 days 11:51:00,16,509.01,31.813125
12437,31 days 07:13:00,580,12806.05,22.079396551724138
12438,36 days 10:32:00,98,2906.85,29.66173469387755
12439,704 days 11:49:00,75,1211.88,16.1584
12440,479 days 08:03:00,35,950.25,27.15
12441,388 days 13:15:00,22,347.1,15.77727272727273
12443,754 days 08:18:00,21,485.31,23.11
12444,43 days 10:37:00,177,5005.46,28.27943502824859
12445,44 days 05:17:00,25,443.48,17.7392
12446,79 days 11:10:00,58,1002.3100000000001,17.281206896551726
12447,265 days 10:35:00,26,476.49,18.326538461538462
12448,66 days 10:14:00,22,449.45,20.429545454545455
12449,44 days 10:14:00,201,4835.89,24.05915422885572
12450,178 days 09:19:00,40,709.45,17.736250000000002
12451,32 days 15:20:00,514,12793.23,24.88955252918288
12452,38 days 13:32:00,23,432.57,18.807391304347824
12453,156 days 09:52:00,43,707.09,16.443953488372095
12454,75 days 08:53:00,72,29066.85,403.70624999999995
12455,95 days 08:29:00,227,5879.95,25.902863436123347
12456,66 days 09:19:00,129,3208.19,24.86968992248062
12457,80 days 10:14:00,93,3519.5099999999998,37.844193548387096
12458,93 days 08:35:00,84,1777.49,21.160595238095237
12459,627 days 09:07:00,23,454.36,19.754782608695653
12460,478 days 10:09:00,18,326.65,18.147222222222222
12461,116 days 07:03:00,35,826.88,23.62514285714286
12462,40 days 14:49:00,66,1210.39,18.339242424242425
12463,68 days 10:17:00,88,1385.93,15.749204545454546
12464,32 days 10:27:00,29,1212.05,41.79482758620689
12465,29 days 12:26:00,51,750.49,14.71549019607843
12466,704 days 07:34:00,1,56.73,56.73
12467,408 days 08:07:00,18,265.6,14.755555555555556
12468,165 days 10:18:00,163,3716.93,22.80325153374233
12469,544 days 11:20:00,76,3070.54,40.40184210526316
12470,711 days 12:59:00,23,211.95,9.215217391304348
12471,32 days 10:59:00,1260,39740.46,31.54004761904762
12472,52 days 12:27:00,1049,18804.49,17.926110581506197
12473,51 days 10:12:00,179,5028.87,28.094245810055867
12474,39 days 09:21:00,764,12882.45,16.86184554973822
12475,75 days 13:50:00,61,1149.64,18.846557377049184
12476,37 days 11:20:00,551,14416.45,26.16415607985481
12477,44 days 14:09:00,572,20379.1,35.6277972027972
12479,33 days 10:34:00,31,527.2,17.006451612903227
12480,50 days 09:08:00,245,5494.6,22.426938775510205
12481,44 days 15:31:00,395,12505.75,31.66012658227848
12482,471 days 11:40:00,207,25489.27,123.13657004830918
12483,39 days 06:57:00,148,5394.29,36.44790540540541
12484,54 days 12:23:00,484,6436.45,13.29845041322314
12485,551 days 08:38:00,34,708.1,20.826470588235296
12486,453 days 11:46:00,49,1037.28,21.168979591836734
12487,752 days 12:24:00,3,310.79999999999995,103.59999999999998
12488,31 days 15:10:00,55,1298.66,23.612000000000002
12489,358 days 10:47:00,15,334.93,22.328666666666667
12490,39 days 12:41:00,437,9366.34,21.433272311212814
12491,60 days 11:42:00,26,460.40000000000003,17.70769230769231
12492,85 days 08:45:00,42,715.21,17.028809523809525
12493,187 days 13:43:00,23,450.69,19.59521739130435
12494,31 days 14:39:00,122,2002.22,16.411639344262294
12495,656 days 13:40:00,19,391.4,20.599999999999998
12496,642 days 09:54:00,13,54.09,4.160769230769231
12497,103 days 11:31:00,58,6285.25,108.36637931034483
12498,43 days 11:07:00,23,403.70000000000005,17.55217391304348
12499,582 days 08:48:00,27,393.72,14.582222222222223
12500,45 days 07:40:00,156,6038.11,38.70583333333333
